ID,CATEGORY,LABEL,VALUE
us-gaap_OperatingSegmentsMember,"('label_id', 'lab_us-gaap_OperatingSegmentsMember')",None
us-gaap_OperatingSegmentsMember,"('location_id', 'loc_us-gaap_OperatingSegmentsMember')",None
us-gaap_OperatingSegmentsMember,"('us_gaap_id', 'us-gaap;OperatingSegmentsMember')",None
us-gaap_OperatingSegmentsMember,label_label,item_type,label_label
us-gaap_OperatingSegmentsMember,label_label,id,lab_us-gaap_OperatingSegmentsMember_label_en-US
us-gaap_OperatingSegmentsMember,label_label,label,lab_us-gaap_OperatingSegmentsMember
us-gaap_OperatingSegmentsMember,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_OperatingSegmentsMember,label_label,type,resource
us-gaap_OperatingSegmentsMember,label_label,lang,en-US
us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock,"('label_id', 'lab_us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock')",None
us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock,"('location_id', 'loc_us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock')",None
us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock,"('us_gaap_id', 'us-gaap;ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock')",None
us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock,label_label,item_type,label_label
us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock,label_label,id,lab_us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock_label_en-US
us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock,label_label,label,lab_us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock
us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock,label_label,type,resource
us-gaap_ScheduleOfCashFlowSupplementalDisclosuresTableTextBlock,label_label,lang,en-US
us-gaap_LongTermDebtCurrent,"('label_id', 'lab_us-gaap_LongTermDebtCurrent')",None
us-gaap_LongTermDebtCurrent,"('location_id', 'loc_us-gaap_LongTermDebtCurrent')",None
us-gaap_LongTermDebtCurrent,"('us_gaap_id', 'us-gaap;LongTermDebtCurrent')",None
us-gaap_LongTermDebtCurrent,label_label,item_type,label_label
us-gaap_LongTermDebtCurrent,label_label,id,lab_us-gaap_LongTermDebtCurrent_label_en-US
us-gaap_LongTermDebtCurrent,label_label,label,lab_us-gaap_LongTermDebtCurrent
us-gaap_LongTermDebtCurrent,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_LongTermDebtCurrent,label_label,type,resource
us-gaap_LongTermDebtCurrent,label_label,lang,en-US
us-gaap_StatementOfCashFlowsAbstract,"('label_id', 'lab_us-gaap_StatementOfCashFlowsAbstract')",None
us-gaap_StatementOfCashFlowsAbstract,"('location_id', 'loc_us-gaap_StatementOfCashFlowsAbstract')",None
us-gaap_StatementOfCashFlowsAbstract,"('us_gaap_id', 'us-gaap;StatementOfCashFlowsAbstract')",None
us-gaap_StatementOfCashFlowsAbstract,label_label,item_type,label_label
us-gaap_StatementOfCashFlowsAbstract,label_label,id,lab_us-gaap_StatementOfCashFlowsAbstract_label_en-US
us-gaap_StatementOfCashFlowsAbstract,label_label,label,lab_us-gaap_StatementOfCashFlowsAbstract
us-gaap_StatementOfCashFlowsAbstract,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_StatementOfCashFlowsAbstract,label_label,type,resource
us-gaap_StatementOfCashFlowsAbstract,label_label,lang,en-US
ecd_CoSelectedMeasureAmt,"('label_id', 'lab_ecd_CoSelectedMeasureAmt')",None
ecd_CoSelectedMeasureAmt,"('location_id', 'loc_ecd_CoSelectedMeasureAmt')",None
ecd_CoSelectedMeasureAmt,"('us_gaap_id', 'ecd;CoSelectedMeasureAmt')",None
ecd_CoSelectedMeasureAmt,label_label,item_type,label_label
ecd_CoSelectedMeasureAmt,label_label,id,lab_ecd_CoSelectedMeasureAmt_label_en-US
ecd_CoSelectedMeasureAmt,label_label,label,lab_ecd_CoSelectedMeasureAmt
ecd_CoSelectedMeasureAmt,label_label,role,http://www.xbrl.org/2003/role/label
ecd_CoSelectedMeasureAmt,label_label,type,resource
ecd_CoSelectedMeasureAmt,label_label,lang,en-US
amzn_April2022SeniorUnsecuredNotesMember,"('label_id', 'lab_amzn_April2022SeniorUnsecuredNotesMember')",None
amzn_April2022SeniorUnsecuredNotesMember,"('location_id', 'loc_amzn_April2022SeniorUnsecuredNotesMember')",None
amzn_April2022SeniorUnsecuredNotesMember,"('us_gaap_id', 'amzn;April2022SeniorUnsecuredNotesMember')",None
amzn_April2022SeniorUnsecuredNotesMember,label_label,item_type,label_label
amzn_April2022SeniorUnsecuredNotesMember,label_label,id,lab_amzn_April2022SeniorUnsecuredNotesMember_documentation_en-US
amzn_April2022SeniorUnsecuredNotesMember,label_label,label,lab_amzn_April2022SeniorUnsecuredNotesMember
amzn_April2022SeniorUnsecuredNotesMember,label_label,role,http://www.xbrl.org/2003/role/documentation
amzn_April2022SeniorUnsecuredNotesMember,label_label,type,resource
amzn_April2022SeniorUnsecuredNotesMember,label_label,lang,en-US
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree,"('label_id', 'lab_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree')",None
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree,"('location_id', 'loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree')",None
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree,"('us_gaap_id', 'us-gaap;LesseeOperatingLeaseLiabilityPaymentsDueYearThree')",None
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree,label_label,item_type,label_label
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree,label_label,id,lab_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree_label_en-US
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree,label_label,label,lab_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree,label_label,type,resource
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree,label_label,lang,en-US
us-gaap_Cash,"('label_id', 'lab_us-gaap_Cash')",None
us-gaap_Cash,"('location_id', 'loc_us-gaap_Cash')",None
us-gaap_Cash,"('us_gaap_id', 'us-gaap;Cash')",None
us-gaap_Cash,label_label,item_type,label_label
us-gaap_Cash,label_label,id,lab_us-gaap_Cash_label_en-US
us-gaap_Cash,label_label,label,lab_us-gaap_Cash
us-gaap_Cash,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_Cash,label_label,type,resource
us-gaap_Cash,label_label,lang,en-US
ecd_AwardTmgMnpiCnsdrdFlag,"('label_id', 'lab_ecd_AwardTmgMnpiCnsdrdFlag')",None
ecd_AwardTmgMnpiCnsdrdFlag,"('location_id', 'loc_ecd_AwardTmgMnpiCnsdrdFlag')",None
ecd_AwardTmgMnpiCnsdrdFlag,"('us_gaap_id', 'ecd;AwardTmgMnpiCnsdrdFlag')",None
ecd_AwardTmgMnpiCnsdrdFlag,label_label,item_type,label_label
ecd_AwardTmgMnpiCnsdrdFlag,label_label,id,lab_ecd_AwardTmgMnpiCnsdrdFlag_label_en-US
ecd_AwardTmgMnpiCnsdrdFlag,label_label,label,lab_ecd_AwardTmgMnpiCnsdrdFlag
ecd_AwardTmgMnpiCnsdrdFlag,label_label,role,http://www.xbrl.org/2003/role/label
ecd_AwardTmgMnpiCnsdrdFlag,label_label,type,resource
ecd_AwardTmgMnpiCnsdrdFlag,label_label,lang,en-US
us-gaap_ComprehensiveIncomeNetOfTax,"('label_id', 'lab_us-gaap_ComprehensiveIncomeNetOfTax')",None
us-gaap_ComprehensiveIncomeNetOfTax,"('location_id', 'loc_us-gaap_ComprehensiveIncomeNetOfTax')",None
us-gaap_ComprehensiveIncomeNetOfTax,"('us_gaap_id', 'us-gaap;ComprehensiveIncomeNetOfTax')",None
us-gaap_ComprehensiveIncomeNetOfTax,label_label,item_type,label_label
us-gaap_ComprehensiveIncomeNetOfTax,label_label,id,lab_us-gaap_ComprehensiveIncomeNetOfTax_label_en-US
us-gaap_ComprehensiveIncomeNetOfTax,label_label,label,lab_us-gaap_ComprehensiveIncomeNetOfTax
us-gaap_ComprehensiveIncomeNetOfTax,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_ComprehensiveIncomeNetOfTax,label_label,type,resource
us-gaap_ComprehensiveIncomeNetOfTax,label_label,lang,en-US
ecd_MeasureName,"('label_id', 'lab_ecd_MeasureName')",None
ecd_MeasureName,"('location_id', 'loc_ecd_MeasureName')",None
ecd_MeasureName,"('us_gaap_id', 'ecd;MeasureName')",None
ecd_MeasureName,label_label,item_type,label_label
ecd_MeasureName,label_label,id,lab_ecd_MeasureName_label_en-US
ecd_MeasureName,label_label,label,lab_ecd_MeasureName
ecd_MeasureName,label_label,role,http://www.xbrl.org/2003/role/label
ecd_MeasureName,label_label,type,resource
ecd_MeasureName,label_label,lang,en-US
us-gaap_LetterOfCreditMember,"('label_id', 'lab_us-gaap_LetterOfCreditMember')",None
us-gaap_LetterOfCreditMember,"('location_id', 'loc_us-gaap_LetterOfCreditMember')",None
us-gaap_LetterOfCreditMember,"('us_gaap_id', 'us-gaap;LetterOfCreditMember')",None
us-gaap_LetterOfCreditMember,label_label,item_type,label_label
us-gaap_LetterOfCreditMember,label_label,id,lab_us-gaap_LetterOfCreditMember_label_en-US
us-gaap_LetterOfCreditMember,label_label,label,lab_us-gaap_LetterOfCreditMember
us-gaap_LetterOfCreditMember,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_LetterOfCreditMember,label_label,type,resource
us-gaap_LetterOfCreditMember,label_label,lang,en-US
us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,"('label_id', 'lab_us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue')",None
us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,"('location_id', 'loc_us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue')",None
us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,"('us_gaap_id', 'us-gaap;AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue')",None
us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,label_label,item_type,label_label
us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,label_label,id,lab_us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue_label_en-US
us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,label_label,label,lab_us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue
us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,label_label,type,resource
us-gaap_AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,label_label,lang,en-US
amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives,"('label_id', 'lab_amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives')",None
amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives,"('location_id', 'loc_amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives')",None
amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives,"('us_gaap_id', 'amzn;ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives')",None
amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives,label_label,item_type,label_label
amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives,label_label,id,lab_amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives_documentation_en-US
amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives,label_label,label,lab_amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives
amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives,label_label,role,http://www.xbrl.org/2003/role/documentation
amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives,label_label,type,resource
amzn_ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives,label_label,lang,en-US
us-gaap_OperatingLeaseLiabilityCurrent,"('label_id', 'lab_us-gaap_OperatingLeaseLiabilityCurrent')",None
us-gaap_OperatingLeaseLiabilityCurrent,"('location_id', 'loc_us-gaap_OperatingLeaseLiabilityCurrent')",None
us-gaap_OperatingLeaseLiabilityCurrent,"('us_gaap_id', 'us-gaap;OperatingLeaseLiabilityCurrent')",None
us-gaap_OperatingLeaseLiabilityCurrent,label_label,item_type,label_label
us-gaap_OperatingLeaseLiabilityCurrent,label_label,id,lab_us-gaap_OperatingLeaseLiabilityCurrent_label_en-US
us-gaap_OperatingLeaseLiabilityCurrent,label_label,label,lab_us-gaap_OperatingLeaseLiabilityCurrent
us-gaap_OperatingLeaseLiabilityCurrent,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_OperatingLeaseLiabilityCurrent,label_label,type,resource
us-gaap_OperatingLeaseLiabilityCurrent,label_label,lang,en-US
us-gaap_FinanceLeaseInterestExpense,"('label_id', 'lab_us-gaap_FinanceLeaseInterestExpense')",None
us-gaap_FinanceLeaseInterestExpense,"('location_id', 'loc_us-gaap_FinanceLeaseInterestExpense')",None
us-gaap_FinanceLeaseInterestExpense,"('us_gaap_id', 'us-gaap;FinanceLeaseInterestExpense')",None
us-gaap_FinanceLeaseInterestExpense,label_label,item_type,label_label
us-gaap_FinanceLeaseInterestExpense,label_label,id,lab_us-gaap_FinanceLeaseInterestExpense_label_en-US
us-gaap_FinanceLeaseInterestExpense,label_label,label,lab_us-gaap_FinanceLeaseInterestExpense
us-gaap_FinanceLeaseInterestExpense,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_FinanceLeaseInterestExpense,label_label,type,resource
us-gaap_FinanceLeaseInterestExpense,label_label,lang,en-US
us-gaap_ClassOfStockLineItems,"('label_id', 'lab_us-gaap_ClassOfStockLineItems')",None
us-gaap_ClassOfStockLineItems,"('location_id', 'loc_us-gaap_ClassOfStockLineItems')",None
us-gaap_ClassOfStockLineItems,"('us_gaap_id', 'us-gaap;ClassOfStockLineItems')",None
us-gaap_ClassOfStockLineItems,label_label,item_type,label_label
us-gaap_ClassOfStockLineItems,label_label,id,lab_us-gaap_ClassOfStockLineItems_label_en-US
us-gaap_ClassOfStockLineItems,label_label,label,lab_us-gaap_ClassOfStockLineItems
us-gaap_ClassOfStockLineItems,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_ClassOfStockLineItems,label_label,type,resource
us-gaap_ClassOfStockLineItems,label_label,lang,en-US
dei_DocumentFiscalPeriodFocus,"('label_id', 'lab_dei_DocumentFiscalPeriodFocus')",None
dei_DocumentFiscalPeriodFocus,"('location_id', 'loc_dei_DocumentFiscalPeriodFocus')",None
dei_DocumentFiscalPeriodFocus,"('us_gaap_id', 'dei;DocumentFiscalPeriodFocus')",None
dei_DocumentFiscalPeriodFocus,label_label,item_type,label_label
dei_DocumentFiscalPeriodFocus,label_label,id,lab_dei_DocumentFiscalPeriodFocus_label_en-US
dei_DocumentFiscalPeriodFocus,label_label,label,lab_dei_DocumentFiscalPeriodFocus
dei_DocumentFiscalPeriodFocus,label_label,role,http://www.xbrl.org/2003/role/label
dei_DocumentFiscalPeriodFocus,label_label,type,resource
dei_DocumentFiscalPeriodFocus,label_label,lang,en-US
us-gaap_ReceivablesPolicyTextBlock,"('label_id', 'lab_us-gaap_ReceivablesPolicyTextBlock')",None
us-gaap_ReceivablesPolicyTextBlock,"('location_id', 'loc_us-gaap_ReceivablesPolicyTextBlock')",None
us-gaap_ReceivablesPolicyTextBlock,"('us_gaap_id', 'us-gaap;ReceivablesPolicyTextBlock')",None
us-gaap_ReceivablesPolicyTextBlock,label_label,item_type,label_label
us-gaap_ReceivablesPolicyTextBlock,label_label,id,lab_us-gaap_ReceivablesPolicyTextBlock_label_en-US
us-gaap_ReceivablesPolicyTextBlock,label_label,label,lab_us-gaap_ReceivablesPolicyTextBlock
us-gaap_ReceivablesPolicyTextBlock,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_ReceivablesPolicyTextBlock,label_label,type,resource
us-gaap_ReceivablesPolicyTextBlock,label_label,lang,en-US
ecd_AwardTmgMethodTextBlock,"('label_id', 'lab_ecd_AwardTmgMethodTextBlock')",None
ecd_AwardTmgMethodTextBlock,"('location_id', 'loc_ecd_AwardTmgMethodTextBlock')",None
ecd_AwardTmgMethodTextBlock,"('us_gaap_id', 'ecd;AwardTmgMethodTextBlock')",None
ecd_AwardTmgMethodTextBlock,label_label,item_type,label_label
ecd_AwardTmgMethodTextBlock,label_label,id,lab_ecd_AwardTmgMethodTextBlock_label_en-US
ecd_AwardTmgMethodTextBlock,label_label,label,lab_ecd_AwardTmgMethodTextBlock
ecd_AwardTmgMethodTextBlock,label_label,role,http://www.xbrl.org/2003/role/label
ecd_AwardTmgMethodTextBlock,label_label,type,resource
ecd_AwardTmgMethodTextBlock,label_label,lang,en-US
amzn_March2022ShareRepurchaseProgramMember,"('label_id', 'lab_amzn_March2022ShareRepurchaseProgramMember')",None
amzn_March2022ShareRepurchaseProgramMember,"('location_id', 'loc_amzn_March2022ShareRepurchaseProgramMember')",None
amzn_March2022ShareRepurchaseProgramMember,"('us_gaap_id', 'amzn;March2022ShareRepurchaseProgramMember')",None
amzn_March2022ShareRepurchaseProgramMember,label_label,item_type,label_label
amzn_March2022ShareRepurchaseProgramMember,label_label,id,lab_amzn_March2022ShareRepurchaseProgramMember_documentation_en-US
amzn_March2022ShareRepurchaseProgramMember,label_label,label,lab_amzn_March2022ShareRepurchaseProgramMember
amzn_March2022ShareRepurchaseProgramMember,label_label,role,http://www.xbrl.org/2003/role/documentation
amzn_March2022ShareRepurchaseProgramMember,label_label,type,resource
amzn_March2022ShareRepurchaseProgramMember,label_label,lang,en-US
us-gaap_AwardTypeAxis,"('label_id', 'lab_us-gaap_AwardTypeAxis')",None
us-gaap_AwardTypeAxis,"('location_id', 'loc_us-gaap_AwardTypeAxis')",None
us-gaap_AwardTypeAxis,"('us_gaap_id', 'us-gaap;AwardTypeAxis')",None
us-gaap_AwardTypeAxis,label_label,item_type,label_label
us-gaap_AwardTypeAxis,label_label,id,lab_us-gaap_AwardTypeAxis_label_en-US
us-gaap_AwardTypeAxis,label_label,label,lab_us-gaap_AwardTypeAxis
us-gaap_AwardTypeAxis,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_AwardTypeAxis,label_label,type,resource
us-gaap_AwardTypeAxis,label_label,lang,en-US
us-gaap_ContractWithCustomerLiabilityNoncurrent,"('label_id', 'lab_us-gaap_ContractWithCustomerLiabilityNoncurrent')",None
us-gaap_ContractWithCustomerLiabilityNoncurrent,"('location_id', 'loc_us-gaap_ContractWithCustomerLiabilityNoncurrent')",None
us-gaap_ContractWithCustomerLiabilityNoncurrent,"('us_gaap_id', 'us-gaap;ContractWithCustomerLiabilityNoncurrent')",None
us-gaap_ContractWithCustomerLiabilityNoncurrent,label_label,item_type,label_label
us-gaap_ContractWithCustomerLiabilityNoncurrent,label_label,id,lab_us-gaap_ContractWithCustomerLiabilityNoncurrent_label_en-US
us-gaap_ContractWithCustomerLiabilityNoncurrent,label_label,label,lab_us-gaap_ContractWithCustomerLiabilityNoncurrent
us-gaap_ContractWithCustomerLiabilityNoncurrent,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_ContractWithCustomerLiabilityNoncurrent,label_label,type,resource
us-gaap_ContractWithCustomerLiabilityNoncurrent,label_label,lang,en-US
us-gaap_LongTermDebt,"('label_id', 'lab_us-gaap_LongTermDebt')",None
us-gaap_LongTermDebt,"('location_id', 'loc_us-gaap_LongTermDebt')",None
us-gaap_LongTermDebt,"('us_gaap_id', 'us-gaap;LongTermDebt')",None
us-gaap_LongTermDebt,label_label,item_type,label_label
us-gaap_LongTermDebt,label_label,id,lab_us-gaap_LongTermDebt_label_en-US
us-gaap_LongTermDebt,label_label,label,lab_us-gaap_LongTermDebt
us-gaap_LongTermDebt,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_LongTermDebt,label_label,type,resource
us-gaap_LongTermDebt,label_label,lang,en-US
amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract,"('label_id', 'lab_amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract')",None
amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract,"('location_id', 'loc_amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract')",None
amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract,"('us_gaap_id', 'amzn;FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract')",None
amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract,label_label,item_type,label_label
amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract,label_label,id,lab_amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract_documentation_en-US
amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract,label_label,label,lab_amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract
amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract,label_label,role,http://www.xbrl.org/2003/role/documentation
amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract,label_label,type,resource
amzn_FinancingObligationsFutureMinimumPaymentsDueFiscalYearMaturityAbstract,label_label,lang,en-US
us-gaap_Assets,"('label_id', 'lab_us-gaap_Assets')",None
us-gaap_Assets,"('location_id', 'loc_us-gaap_Assets')",None
us-gaap_Assets,"('us_gaap_id', 'us-gaap;Assets')",None
us-gaap_Assets,label_label,item_type,label_label
us-gaap_Assets,label_label,id,lab_us-gaap_Assets_label_en-US
us-gaap_Assets,label_label,label,lab_us-gaap_Assets
us-gaap_Assets,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_Assets,label_label,type,resource
us-gaap_Assets,label_label,lang,en-US
us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock,"('label_id', 'lab_us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock')",None
us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock,"('location_id', 'loc_us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock')",None
us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock,"('us_gaap_id', 'us-gaap;ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock')",None
us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock,label_label,item_type,label_label
us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock,label_label,id,lab_us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock_label_en-US
us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock,label_label,label,lab_us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock
us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock,label_label,type,resource
us-gaap_ScheduleOfNonvestedRestrictedStockUnitsActivityTableTextBlock,label_label,lang,en-US
dei_TradingSymbol,"('label_id', 'lab_dei_TradingSymbol')",None
dei_TradingSymbol,"('location_id', 'loc_dei_TradingSymbol')",None
dei_TradingSymbol,"('us_gaap_id', 'dei;TradingSymbol')",None
dei_TradingSymbol,label_label,item_type,label_label
dei_TradingSymbol,label_label,id,lab_dei_TradingSymbol_label_en-US
dei_TradingSymbol,label_label,label,lab_dei_TradingSymbol
dei_TradingSymbol,label_label,role,http://www.xbrl.org/2003/role/label
dei_TradingSymbol,label_label,type,resource
dei_TradingSymbol,label_label,lang,en-US
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour,"('label_id', 'lab_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour')",None
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour,"('location_id', 'loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour')",None
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour,"('us_gaap_id', 'us-gaap;LesseeOperatingLeaseLiabilityPaymentsDueYearFour')",None
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour,label_label,item_type,label_label
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour,label_label,id,lab_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour_label_en-US
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour,label_label,label,lab_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour,label_label,type,resource
us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour,label_label,lang,en-US
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,"('label_id', 'lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue')",None
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,"('location_id', 'loc_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue')",None
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,"('us_gaap_id', 'us-gaap;ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue')",None
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,label_label,item_type,label_label
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,label_label,id,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue_label_en-US
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,label_label,label,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue
